✔️ PR #52 Athena - Modularize + GeoCohort Codes (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/52,done,kevlabs, Athena - Modularize + GeoCohort Codes
✔️ PR #654 geo cohort fsa agg (eq-ianecc),https://github.com/EQWorks/overseer/pull/654,done,eq-ianecc, geo cohort fsa agg
✔️ PR #653 Customer/GeoCohort - Geo avail from table (kevlabs),https://github.com/EQWorks/overseer/pull/653,done,kevlabs, Customer/GeoCohort - Geo avail from table
✔️ PR #652 perf - geo cohort filtered query (eq-ianecc),https://github.com/EQWorks/overseer/pull/652,done,eq-ianecc, perf - geo cohort filtered query
⚠️ PR #3 ip hh dev (steven-mindswire),https://github.com/EQWorks/hhv2_prod/pull/3,wip,steven-mindswire, ip hh dev
text,link,state,contributors,text_cleaned
#897 [G2M]Marketplace bugfixes (DoParkEQ),https://github.com/EQWorks/snoke/pull/897,,DoParkEQ,Marketplace bugfixes
#895 [WIP]ML connect (tlowande) ⚠️,https://github.com/EQWorks/snoke/pull/895,wip,tlowande,ML connect
#888 [G2M] Navbar (DoParkEQ),https://github.com/EQWorks/snoke/pull/888,,DoParkEQ,Navbar
#884 [WIP] Marketplace/knowmore (YizhiCatherineZhang) ⚠️,https://github.com/EQWorks/snoke/pull/884,wip,YizhiCatherineZhang,Marketplace/knowmore
#47 [G2M] Vast/Logger - No log for non-vast/empty s3 objects (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/47,,kevlabs,Vast/Logger - No log for non-vast/empty s3 objects
#46 [G2M] Archive: use SSM for PG env + Slack handler: add requests dep (kevlabs) ✔️,https://github.com/EQWorks/camp-history-writer/pull/46,done,kevlabs,Archive: use SSM for PG env + Slack handler: add requests dep
#45 [G2M] DevOps/Fix - Yarn @eqworks from GitHub registry (kevlabs) ✔️,https://github.com/EQWorks/camp-history-writer/pull/45,done,kevlabs,DevOps/Fix - Yarn @eqworks from GitHub registry
"#44 [G2M] Logging - Add Slack to archive, vast & viewability (kevlabs) ✔️",https://github.com/EQWorks/camp-history-writer/pull/44,done,kevlabs,"Logging - Add Slack to archive, vast & viewability"
#38 Master rebase v1 - second try (geoerika) ✔️,https://github.com/EQWorks/poi-manage/pull/38,done,geoerika,Master rebase v1 - second try
#37 Master v1 rebase (geoerika) ✔️,https://github.com/EQWorks/poi-manage/pull/37,done,geoerika,Master v1 rebase
#36 [G2M] V1 0.4.0 release (geoerika) ✔️,https://github.com/EQWorks/poi-manage/pull/36,done,geoerika,V1 0.4.0 release
#35 [G2M] CustomPOIList - fix activeMarker (geoerika) ✔️,https://github.com/EQWorks/poi-manage/pull/35,done,geoerika,CustomPOIList - fix activeMarker
#34 [G2M] CustomPOIList  - update components after poi list edit (geoerika) ✔️,https://github.com/EQWorks/poi-manage/pull/34,done,geoerika,CustomPOIList - update components after poi list edit
#30 [G2M] storybook env var (tlowande),https://github.com/EQWorks/ml-ui/pull/30,,tlowande,storybook env var
#29 [G2M]Deploy (tlowande) ✔️,https://github.com/EQWorks/ml-ui/pull/29,done,tlowande,Deploy
#28 [G2M]Table fix (tlowande),https://github.com/EQWorks/ml-ui/pull/28,,tlowande,Table fix
#27 [G2M]results - fix json cell visualization (tlowande) ✔️,https://github.com/EQWorks/ml-ui/pull/27,done,tlowande,results - fix json cell visualization
#26 [G2M] Views/persist columns (hyx131) ✔️,https://github.com/EQWorks/ml-ui/pull/26,done,hyx131,Views/persist columns
#25 [WIP]view/default-state - scroll to last opened view (tlowande) ⚠️,https://github.com/EQWorks/ml-ui/pull/25,wip,tlowande,view/default-state - scroll to last opened view
#19 Templates (Goondrious) ⚠️,https://github.com/EQWorks/ml-ui/pull/19,wip,Goondrious,Templates
#14 [G2M] Views - ease-of-use tweaks (Goondrious),https://github.com/EQWorks/ml-ui/pull/14,,Goondrious,Views - ease-of-use tweaks
#8 [G2M] React grid (hyx131),https://github.com/EQWorks/ml-ui/pull/8,,hyx131,React grid
#8 Feature/aoi presigned url (bsandi1220),https://github.com/EQWorks/EnrichData/pull/8,,bsandi1220,Feature/aoi presigned url
#18 Update - Add SDR to data sources (mptcloud),https://github.com/EQWorks/DeviceCounts/pull/18,,mptcloud,Update - Add SDR to data sources
#34 [G2M] Handle timeout when fetching AOI data (maluhoss) ✔️,https://github.com/EQWorks/locussdk/pull/34,done,maluhoss,Handle timeout when fetching AOI data
#24 airflowize daily commute and commute wrapper optimization (ansel-rangers11),https://github.com/EQWorks/path_builder/pull/24,,ansel-rangers11,airflowize daily commute and commute wrapper optimization
#23 Shortest path phase2 iterative starting point (ansel-rangers11),https://github.com/EQWorks/path_builder/pull/23,,ansel-rangers11,Shortest path phase2 iterative starting point
#3 [WIP]stories - experiment and add json cell values (tlowande) ⚠️,https://github.com/EQWorks/lumen-table/pull/3,wip,tlowande,stories - experiment and add json cell values
#4 demo - update with aoi and demo (bsandi1220),https://github.com/EQWorks/notebook-files/pull/4,,bsandi1220,demo - update with aoi and demo
#1 [G2M] github - get issues/PRs by datetime range (woozyking),https://github.com/EQWorks/updates/pull/1,,woozyking,github - get issues/s by datetime range
#1 create interface for goolge analytics connector (dilanSuraj) ✔️,https://github.com/EQWorks/connector-google-analytics/pull/1,done,dilanSuraj,create interface for goolge analytics connector
"#39 [G2M] POIMap - add radius switch, refactor layer processing (geoerika)",https://github.com/EQWorks/react-maps/pull/39,,geoerika,"POIMap - add radius switch, refactor layer processing"
#27 [G2M] nlp - auto retrain (woozyking) ✔️,https://github.com/EQWorks/release/pull/27,done,woozyking,nlp - auto retrain
#26 [G2M] fix release workflow (tlowande) ✔️,https://github.com/EQWorks/release/pull/26,done,tlowande,fix release workflow
#24 [G2M]devops - add gh action to auto release tag based on commit message (tlowande) ✔️,https://github.com/EQWorks/release/pull/24,done,tlowande,devops - add gh action to auto release tag based on commit message
#6 [G2M] redis cache - use global client (eq-ianecc),https://github.com/EQWorks/anubis/pull/6,,eq-ianecc,redis cache - use global client
#466 [G2M] Notebook - add tracking to dataset routes (maluhoss) ✔️,https://github.com/EQWorks/firstorder/pull/466,done,maluhoss,Notebook - add tracking to dataset routes
#1 [G2M] v0.2.0 - Extract API and Formatting (kevlabs) ✔️,https://github.com/EQWorks/node-slack-logger/pull/1,done,kevlabs,v0.2.0 - Extract API and Formatting
#2 Airflow/clustering pipeline (bsandi1220),https://github.com/EQWorks/POIClustering/pull/2,,bsandi1220,Airflow/clustering pipeline
#58 [WIP] range filter UI improvement (DoParkEQ) ✔️,https://github.com/EQWorks/react-labs/pull/58,done,DoParkEQ,range filter UI improvement
text,link,state,contributors,text_cleaned
👀 PR #183 feature/hhv2 (QingleiZhang),https://github.com/EQWorks/Miner/pull/183,needs review,QingleiZhang, feature/hhv2
⚠️ PR #69 journal - setup asana oauth flow via slack modal (hyx131),https://github.com/EQWorks/legion/pull/69,wip,hyx131, journal - setup asana oauth flow via slack modal
⚠️ PR #1 Create new note in Hugo meetings with slack digest file link (geoerika),https://github.com/EQWorks/hugo-chores/pull/1,wip,geoerika, Create new note in Hugo meetings with slack digest file link
⚠️ PR #33 common/baseHandler - filter out revert commits (tlowande),https://github.com/EQWorks/release/pull/33,wip,tlowande, common/baseHandler - filter out revert commits
⚠️ PR #32 nlp/label - 2021-Feb batch (woozyking),https://github.com/EQWorks/release/pull/32,wip,woozyking, nlp/label - 2021-Feb batch
👀 PR #13 Google analytics 4 connector (supuntennakoon),https://github.com/EQWorks/connector-google-analytics/pull/13,needs review,supuntennakoon, Google analytics 4 connector
👀 PR #11 Supun tests (supuntennakoon),https://github.com/EQWorks/connector-google-analytics/pull/11,needs review,supuntennakoon, Supun tests
👀 PR #9 Google analytics supun (wwwmonsterlam),https://github.com/EQWorks/connector-google-analytics/pull/9,needs review,wwwmonsterlam, Google analytics supun
✔️ PR #56 Feature/native df compatibility (bsandi1220),https://github.com/EQWorks/locussdk/pull/56,done,bsandi1220, Feature/native df compatibility
✔️ PR #55 Feature/native df compatibility (bsandi1220),https://github.com/EQWorks/locussdk/pull/55,done,bsandi1220, Feature/native df compatibility
👀 PR #54 Save dataset as hub connection (maluhoss),https://github.com/EQWorks/locussdk/pull/54,needs review,maluhoss, Save dataset as hub connection
✔️ PR #53 AOI - Change routes to use query params for source_id (maluhoss),https://github.com/EQWorks/locussdk/pull/53,done,maluhoss, AOI - Change routes to use query params for source_id
✔️ PR #52 create_segment - add method to process audience and push segment (bsandi1220),https://github.com/EQWorks/locussdk/pull/52,done,bsandi1220, create_segment - add method to process audience and push segment
✔️ PR #51 Add Geocoding Util (maluhoss),https://github.com/EQWorks/locussdk/pull/51,done,maluhoss, Add Geocoding Util
✔️ PR #16 devops -update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/16,done,bsandi1220, devops -update notebook image
✔️ PR #24 flow/utils - support lookalike segments and default values (tlowande),https://github.com/EQWorks/snoke-builder-viz/pull/24,done,tlowande, flow/utils - support lookalike segments and default values
✔️ PR #20 Exp autosize (DoParkEQ),https://github.com/EQWorks/snoke-builder-viz/pull/20,done,DoParkEQ, Exp autosize
✔️ PR #28 popular times - refactor segment to use datapipeline jobs table (bsandi1220),https://github.com/EQWorks/EnrichData/pull/28,done,bsandi1220, popular times - refactor segment to use datapipeline jobs table
✔️ PR #26 Feature/segment create (bsandi1220),https://github.com/EQWorks/EnrichData/pull/26,done,bsandi1220, Feature/segment create
✔️ PR #136 popular times - fix emr task definition and refactor segments table (bsandi1220),https://github.com/EQWorks/datapipeline-task/pull/136,done,bsandi1220, popular times - fix emr task definition and refactor segments table
⚠️ PR #135 add airflow dag file for hhv2 weekly update (QingleiZhang),https://github.com/EQWorks/datapipeline-task/pull/135,wip,QingleiZhang, add airflow dag file for hhv2 weekly update
✔️ PR #4 Hari clustering for pr (wwwmonsterlam),https://github.com/EQWorks/POIClustering/pull/4,done,wwwmonsterlam, Hari clustering for pr
✔️ PR #3 Clustering pipeline/add polygon (bsandi1220),https://github.com/EQWorks/POIClustering/pull/3,done,bsandi1220, Clustering pipeline/add polygon
👀 PR #1 restructure and amend doc (QingleiZhang),https://github.com/EQWorks/hhv2_prod/pull/1,needs review,QingleiZhang, restructure and amend doc
"✔️ PR #9 03 - 3/3 classes, pandas (dataframes) (woozyking)",https://github.com/EQWorks/python-curriculum/pull/9,done,woozyking," 03 - 3/3 classes, pandas (dataframes)"
✔️ PR #2 API endpoints meta table (woozyking),https://github.com/EQWorks/smaug/pull/2,done,woozyking, API endpoints meta table
👀 PR #3 Commute direction (dshparyk),https://github.com/EQWorks/astral/pull/3,needs review,dshparyk, Commute direction
text,link,state,contributors,text_cleaned
✔️ PR #25 devops - fix serverless (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/25,done,bsandi1220, devops - fix serverless
✔️ PR #24 encryption - update encrypt method to achieve consistency over time (bsandi1220),https://github.com/EQWorks/PopularTimes/pull/24,done,bsandi1220, encryption - update encrypt method to achieve consistency over time
✔️ PR #34 devops - fix serverless (bsandi1220),https://github.com/EQWorks/EnrichData/pull/34,done,bsandi1220, devops - fix serverless
✔️ PR #33 popular times -  update decryption method (bsandi1220),https://github.com/EQWorks/EnrichData/pull/33,done,bsandi1220, popular times - update decryption method
✔️ PR #66 dokerfile - define steps for dockerfile (bsandi1220),https://github.com/EQWorks/locussdk/pull/66,done,bsandi1220, dokerfile - define steps for dockerfile
"👀 PR #14 Upgrade version, add error handling & docstirng (maluhoss)",https://github.com/EQWorks/facebook-segments/pull/14,needs review,maluhoss," Upgrade version, add error handling & docstirng"
👀 PR #5 Handle individual log views + Support for direct invocation (kevlabs),https://github.com/EQWorks/ml-fusion-writer/pull/5,needs review,kevlabs, Handle individual log views + Support for direct invocation
text,link,state,contributors,text_cleaned
"⚠️ PR #6 02 - logic controls (bitwise operations, try/except, assert) (woozyking)",https://github.com/EQWorks/python-curriculum/pull/6,wip,woozyking," 02 - logic controls (bitwise operations, try/except, assert)"
"👀 PR #5 02 - logic controls (conditions, boolean operations) (woozyking)",https://github.com/EQWorks/python-curriculum/pull/5,needs review,woozyking," 02 - logic controls (conditions, boolean operations)"
✔️ PR #13 Asana/dev journal (hyx131),https://github.com/EQWorks/avail-bot/pull/13,done,hyx131, Asana/dev journal
⚠️ PR #8 devJournal - export methods for legion slack command (hyx131),https://github.com/EQWorks/avail-bot/pull/8,wip,hyx131, devJournal - export methods for legion slack command
✔️ PR #7 Dev journal (hyx131),https://github.com/EQWorks/avail-bot/pull/7,done,hyx131, Dev journal
✔️ PR #61 Patch calendar (tlowande),https://github.com/EQWorks/legion/pull/61,done,tlowande, Patch calendar
✔️ PR #17 Demographic enrichment by distance (maluhoss),https://github.com/EQWorks/EnrichData/pull/17,done,maluhoss, Demographic enrichment by distance
👀 PR #2 Airflow/clustering pipeline (bsandi1220),https://github.com/EQWorks/POIClustering/pull/2,needs review,bsandi1220, Airflow/clustering pipeline
text,link,state,contributors,text_cleaned
✔️ PR #30 update master branch with in-production code (tris-olson),https://github.com/EQWorks/path_builder/pull/30,done,tris-olson, update master branch with in-production code
